N_DISC,T,estimated_epo
2,0.38525450229644775,4.6877537
2,0.6391196250915527,5.2621846
3,0.34016382694244385,4.465437
3,0.5104092955589294,5.0591063
3,0.6859854459762573,5.3915224
4,0.3115285038948059,4.4250765
4,0.458980530500412,4.766213
4,0.5630283951759338,5.105938
4,0.7152109146118164,5.625712
5,0.29128220677375793,4.3664117
5,0.42721572518348694,4.6355543
5,0.5094211101531982,5.100617
5,0.5969797372817993,5.2148952
5,0.7360365390777588,5.5407667
6,0.2760130763053894,4.220348
6,0.40450718998908997,4.609048
6,0.47557127475738525,4.846592
6,0.5452473759651184,5.253235
6,0.620003879070282,5.2991595
6,0.751769483089447,5.5544386
7,0.2632310092449188,4.053289
7,0.3859928548336029,4.624497
7,0.45226675271987915,4.7489295
7,0.5087056159973145,5.1211686
7,0.571342945098877,5.0325217
7,0.6388669610023499,5.525288
7,0.7649006843566895,5.521364
8,0.25239911675453186,4.0594893
8,0.37065786123275757,4.614071
8,0.4337223470211029,4.610416
8,0.4842386543750763,4.851851
8,0.5356703996658325,5.2139897
8,0.5903863310813904,4.9644074
8,0.6542720794677734,5.642692
8,0.7761499285697937,5.610501
9,0.24346934258937836,4.167697
9,0.35801950097084045,4.493952
9,0.4194382131099701,4.514865
9,0.46462976932525635,4.8826904
9,0.5085156559944153,4.9993777
9,0.5580824017524719,5.216631
9,0.6050882339477539,5.048743
9,0.6670882701873779,5.5704956
9,0.7853323221206665,5.650875
10,0.23502908647060394,4.0968413
10,0.34753531217575073,4.476148
10,0.40580955147743225,4.619635
10,0.448621928691864,4.610675
10,0.4892764985561371,4.8637085
10,0.529565691947937,5.2783113
10,0.5751840472221375,4.985401
10,0.618775486946106,5.392294
10,0.6782533526420593,5.4489374
10,0.7938197255134583,5.6312714
11,0.2279893159866333,4.182502
11,0.33849647641181946,4.2922716
11,0.39345264434814453,4.613722
11,0.4364728033542633,4.6233554
11,0.47297176718711853,4.8378596
11,0.5084583163261414,5.0365305
11,0.5489962100982666,5.087246
11,0.5874997973442078,4.9596076
11,0.6308760643005371,5.475936
11,0.6879441142082214,5.5630994
11,0.800898015499115,5.615276
12,0.22172923386096954,4.1805453
12,0.33029690384864807,4.1845503
12,0.3829871714115143,4.7252393
12,0.42589834332466125,4.526911
12,0.4588810205459595,4.7763457
12,0.4921615421772003,4.850671
12,0.5257512927055359,5.4283767
12,0.5648608207702637,5.0656204
12,0.5984839797019958,4.780578
12,0.641653299331665,5.7889705
12,0.6964486241340637,5.401881
12,0.8070903420448303,5.6772285
13,0.21605177223682404,4.08823
13,0.32256951928138733,3.9585564
13,0.37354329228401184,4.923348
13,0.4163188338279724,4.5531616
13,0.4466864764690399,4.649672
13,0.4788181185722351,4.843496
13,0.5084502100944519,5.0610785
13,0.5421252846717834,5.2450123
13,0.576957643032074,5.1109195
13,0.6085352897644043,5.031132
13,0.6510568857192993,5.852857
13,0.7046108245849609,5.2607465
13,0.8127033114433289,5.7713027
14,0.21092547476291656,4.0456595
14,0.31553661823272705,4.0057354
14,0.36561039090156555,4.7481685
14,0.40637534856796265,4.4826784
14,0.43770110607147217,4.755314
14,0.46673062443733215,4.6672926
14,0.4942686855792999,4.850891
14,0.5231426358222961,5.365375
14,0.5567451119422913,5.038499
14,0.5860435366630554,5.0010757
14,0.6183208227157593,5.355685
14,0.6594130396842957,5.724752
14,0.71235191822052,5.2819357
14,0.8174493908882141,5.8295355
15,0.20639190077781677,4.162581
15,0.3092939257621765,3.8224947
15,0.3587990701198578,4.8104873
15,0.39700454473495483,4.563476
15,0.42990806698799133,4.51274
15,0.45496177673339844,4.7626724
15,0.482741117477417,4.9525156
15,0.5085263848304749,4.949921
15,0.537002682685852,5.371669
15,0.5688287019729614,5.1595035
15,0.5943970680236816,4.6218343
15,0.6274840831756592,5.70115
15,0.6665294766426086,5.417511
15,0.7194972038269043,5.331366
15,0.8214408755302429,5.9339294
16,0.20147794485092163,4.150066
16,0.3033202588558197,3.9636214
16,0.352456271648407,4.548005
16,0.3888595402240753,4.672271
16,0.42179813981056213,4.538211
16,0.44564658403396606,4.6719437
16,0.4724959433078766,4.8679605
16,0.4959814250469208,4.7753673
16,0.5210896730422974,5.2907124
16,0.5502511858940125,5.1809587
16,0.5780040621757507,5.2519503
16,0.60276859998703,4.698854
16,0.6353622078895569,5.7165685
16,0.6731818318367004,5.575234
16,0.7265551686286926,5.483544
16,0.8257444500923157,5.8988447
17,0.19742493331432343,4.162924
