N_DISC,treatment_value_idx,T,EPOs_1,EPOs_2,true_effect
20,10,0.46636763215065,-1.2229230403900146,-1.2476437091827393,-0.823985880142398
20,11,0.4852541983127594,-0.9031842947006226,-0.89546799659729,-0.8527725781354394
20,12,0.5035454034805298,-1.0604429244995117,-1.0181927680969238,-0.8803118202778748
20,13,0.5251949429512024,-1.010689616203308,-1.0331673622131348,-0.9124750218516464
20,14,0.5472472906112671,-0.8159897327423096,-0.755364179611206,-0.9447547826818479
20,15,0.5726980566978455,-1.192603349685669,-1.180243730545044,-0.9814045813229466
20,16,0.5983549356460571,-0.8276724815368652,-0.8587234616279602,-1.0176955567861157
20,17,0.6326144933700562,-1.0242187976837158,-1.0668740272521973,-1.065128438129186
20,18,0.6747365593910217,-1.0101726055145264,-0.9447460770606995,-1.1218384064926266
20,19,0.7771214246749878,-0.5015289783477783,,-1.2522839950055342
21,0,0.13730429112911224,,-0.31880486011505127,-0.2651823480769905
21,1,0.22595717012882233,-0.49654385447502136,-0.5270443558692932,-0.4263860188913319
21,2,0.27235835790634155,-1.186163067817688,-1.1523768901824951,-0.5076271782519637
21,3,0.30640512704849243,-0.8351900577545166,-0.8249995112419128,-0.5658682031561835
21,4,0.3331645131111145,-0.8419735431671143,-0.8597504496574402,-0.610829729823946
21,5,0.3574502766132355,-0.8036171197891235,-0.7928153872489929,-0.6510152031010317
21,6,0.3794576823711395,-0.8955164551734924,-0.8566561937332153,-0.6869212983870407
21,7,0.39775025844573975,-0.6660634279251099,-0.6541570425033569,-0.7163978828446531
21,8,0.41575706005096436,-0.5333053469657898,-0.5523087382316589,-0.7450871536108181
21,9,0.43715062737464905,-0.9454981684684753,-0.9259188175201416,-0.7787509192422735
21,10,0.4576249122619629,-1.3919620513916016,-1.4344942569732666,-0.8105395443625412
21,11,0.4745383858680725,-0.9091935157775879,-0.9188987612724304,-0.8364834319050072
21,12,0.4929010570049286,-1.1142276525497437,-1.0767213106155396,-0.8643263880115692
21,13,0.5106688737869263,-0.7407128810882568,-0.7570550441741943,-0.8909463982464487
21,14,0.5317322015762329,-1.0418715476989746,-1.1120989322662354,-0.922094836055912
21,15,0.5541215538978577,-0.89715975522995,-0.8415944576263428,-0.9547177595486271
21,16,0.5777384042739868,-1.091779351234436,-1.0548955202102661,-0.9885859766614473
21,17,0.6032809615135193,-0.8350901007652283,-0.8929088115692139,-1.0245879637647004
21,18,0.6367257237434387,-1.0223591327667236,-1.0557740926742554,-1.0707416238485745
21,19,0.678427517414093,-1.0278304815292358,-0.9563382863998413,-1.1267230866358613
21,20,0.7798948884010315,-0.4813350737094879,,-1.2556717583250343
22,0,0.13411015272140503,,-0.3706110417842865,-0.25922753891133077
22,1,0.22205208241939545,-0.5574409365653992,-0.5797006487846375,-0.4194506011853959
22,2,0.2676793038845062,-1.0568029880523682,-1.0589470863342285,-0.49953250290496554
22,3,0.30169257521629333,-0.7527021765708923,-0.7407872080802917,-0.5578759454622673
22,4,0.3281255066394806,-0.9776460528373718,-0.9776551127433777,-0.6024178392252533
22,5,0.351666659116745,-0.8419102430343628,-0.8367485404014587,-0.6414985986663235
22,6,0.3734150528907776,-0.6582600474357605,-0.6609587669372559,-0.6771107049188441
22,7,0.3918987810611725,-0.922319769859314,-0.9332737326622009,-0.7070052348237286
22,8,0.4081401526927948,-0.7898581624031067,-0.7549775242805481,-0.7329911132655407
22,9,0.4274442493915558,-0.5107836723327637,-0.48133260011672974,-0.7635342056141563
22,10,0.4487614333629608,-1.167007565498352,-1.1813493967056274,-0.7968294546889321
22,11,0.46555304527282715,-1.2974735498428345,-1.318000316619873,-0.8227362715642528
22,12,0.482544481754303,-0.7053544521331787,-0.7094407081604004,-0.8486643750728415
22,13,0.49956685304641724,-1.3316432237625122,-1.3030192852020264,-0.8743501857614842
22,14,0.5176641941070557,-0.7846378087997437,-0.7887310981750488,-0.9013402792838576
22,15,0.5377428531646729,-1.0312697887420654,-0.9987908005714417,-0.9309020182645042
22,16,0.5605517029762268,-0.9339196085929871,-0.8545538187026978,-0.9639943000976796
22,17,0.5821945071220398,-1.1264525651931763,-1.1201703548431396,-0.9949137921825422
22,18,0.6081006526947021,-0.5998069643974304,-0.687207043170929,-1.031308103485543
22,19,0.6405829191207886,-1.2067487239837646,-1.251189947128296,-1.0759926001069218
22,20,0.6828814744949341,-0.9050621390342712,-0.8064024448394775,-1.1325993948856805
22,21,0.7833992838859558,-0.5331177115440369,,-1.2599413487753974
23,0,0.13152429461479187,,-0.42201417684555054,-0.25439926919262446
23,1,0.21843835711479187,-0.471839040517807,-0.48837968707084656,-0.41301905630007907
23,2,0.26345789432525635,-0.9914504885673523,-1.0008851289749146,-0.4922107576093637
23,3,0.2971367835998535,-0.8633270263671875,-0.7899266481399536,-0.5501284331156739
23,4,0.32301753759384155,-1.0201714038848877,-0.9915879964828491,-0.5938649103910887
23,5,0.34624242782592773,-0.848624587059021,-0.8535180687904358,-0.6325429462384591
23,6,0.36725565791130066,-0.6563165783882141,-0.6680216789245605,-0.6670729566886702
23,7,0.38638415932655334,-0.9539148807525635,-0.9595979452133179,-0.698121959363863
23,8,0.4022238254547119,-0.6834350228309631,-0.6608136296272278,-0.7235556480277126
