N_DISC,treatment_value_idx,T,EPOs_1,EPOs_2,true_effect
23,3,0.2972571849822998,0.587300717830658,0.5615889430046082,0.27704907638237675
23,4,0.3268277645111084,0.5805360078811646,0.5480146408081055,0.30468879700657525
23,5,0.3545991778373718,0.5743971467018127,0.5394080877304077,0.33135864814979316
23,6,0.3810883164405823,0.5537186861038208,0.5212951898574829,0.35807321037712203
23,7,0.4079872965812683,0.53300940990448,0.501923680305481,0.38404118408213433
23,8,0.4345025420188904,0.5350877046585083,0.5051501393318176,0.41060976633992324
23,9,0.4590947926044464,0.5212032198905945,0.5005424618721008,0.43638875667165006
23,10,0.48332372307777405,0.5150537490844727,0.493221640586853,0.4621414586950387
23,11,0.5080052018165588,0.5286186337471008,0.49707287549972534,0.48805790556533596
23,12,0.5329216122627258,0.505325198173523,0.4735407829284668,0.5144333410691272
23,13,0.5578872561454773,0.5071157217025757,0.4669880270957947,0.540473050103123
23,14,0.5836206078529358,0.48030945658683777,0.4439028799533844,0.5668235457638126
23,15,0.6105021238327026,0.469820111989975,0.4345766603946686,0.5947095079318269
23,16,0.6375090479850769,0.464639276266098,0.4222353994846344,0.622812806328372
23,17,0.6678738594055176,0.45400378108024597,0.41230398416519165,0.6523395216160287
23,18,0.7029423713684082,0.437221497297287,0.38408133387565613,0.6844522311359702
23,19,0.7415094971656799,0.431749165058136,0.3582262098789215,0.7197541709371934
23,20,0.7891576290130615,0.41450172662734985,0.33647778630256653,0.760733047754818
23,21,0.842795729637146,0.43401527404785156,0.314861536026001,0.8108780472081745
23,22,0.9258852005004883,0.5132538676261902,,0.8943653080742644
24,0,0.13066592812538147,,0.5420259833335876,0.16029375402074708
24,1,0.21319414675235748,0.6058359146118164,0.5490122437477112,0.2113858446585583
24,2,0.25685209035873413,0.5965620279312134,0.5542550086975098,0.2442285061865398
24,3,0.2924252450466156,0.5862192511558533,0.5555498003959656,0.27285137563102924
24,4,0.3215576708316803,0.5752048492431641,0.5490599274635315,0.29966306547818083
24,5,0.34825584292411804,0.5800914168357849,0.5522359609603882,0.32528584107092623
24,6,0.3740117847919464,0.5567774176597595,0.5236112475395203,0.3505869203808303
24,7,0.3995077610015869,0.5383950471878052,0.5064380168914795,0.3758198465666184
24,8,0.4253080189228058,0.5371673703193665,0.5053597092628479,0.4012041331643142
24,9,0.44963353872299194,0.5181121826171875,0.49491435289382935,0.42608051964717175
24,10,0.47255897521972656,0.5157344341278076,0.49781543016433716,0.45086780023508893
24,11,0.4961310625076294,0.5253024697303772,0.5010550022125244,0.475400581828458
24,12,0.5198056697845459,0.524020791053772,0.49540096521377563,0.5007943032138429
24,13,0.5440523624420166,0.5069619417190552,0.47268348932266235,0.525958415894069
24,14,0.5679714679718018,0.49155566096305847,0.4517429769039154,0.55065752626873
24,15,0.592991054058075,0.47995492815971375,0.4417076110839844,0.5769461658424864
24,16,0.6188267469406128,0.4677944481372833,0.4348205029964447,0.603529148952777
24,17,0.6451579332351685,0.45761993527412415,0.4203849732875824,0.6304638064513889
24,18,0.675779402256012,0.4478541910648346,0.4064207971096039,0.6595336025198247
24,19,0.7097471356391907,0.4407897889614105,0.3832305669784546,0.6910974010952827
24,20,0.74786776304245,0.4244782328605652,0.3530391454696655,0.7253200230784913
24,21,0.7943120002746582,0.4128910303115845,0.3402000069618225,0.7653902249325355
24,22,0.8467440605163574,0.4362400472164154,0.3169515132904053,0.8146286855104558
24,23,0.9280381798744202,0.5142340660095215,,0.896779565962536
25,0,0.1284269094467163,,0.5423426628112793,0.15901809641980094
25,1,0.2101353257894516,0.6101217865943909,0.5544440746307373,0.20908179740239133
25,2,0.2529509663581848,0.5980669856071472,0.5544030666351318,0.24098555988360948
25,3,0.28795912861824036,0.5843441486358643,0.5533016920089722,0.2690646382111949
25,4,0.31663328409194946,0.5719172954559326,0.5497514605522156,0.2948681551289973
25,5,0.34237298369407654,0.5733961462974548,0.5460079908370972,0.31940670904613183
25,6,0.3675897717475891,0.5656523108482361,0.533657968044281,0.34389281275887645
25,7,0.391697496175766,0.5495480298995972,0.518075704574585,0.3681400523959084
25,8,0.41664284467697144,0.5300827026367188,0.5010845065116882,0.39242505267820665
25,9,0.4405594766139984,0.5272648334503174,0.5032017827033997,0.4167062100633682
25,10,0.4628659188747406,0.5166597366333008,0.4992382228374481,0.44047111294391
25,11,0.48531419038772583,0.5162237882614136,0.4965154528617859,0.46420032750871415
25,12,0.5080068707466125,0.5301848649978638,0.49854546785354614,0.4880597085211438
25,13,0.5309152603149414,0.5048921704292297,0.47628670930862427,0.512354172567581
25,14,0.5539230108261108,0.5029517412185669,0.4688359498977661,0.5362685367013159
25,15,0.5773962140083313,0.480655312538147,0.4449039697647095,0.5601564293597364
25,16,0.601902961730957,0.4799751937389374,0.44358938932418823,0.5859430815956765
25,17,0.6264545917510986,0.4607453942298889,0.4255431592464447,0.611595626391953
25,18,0.6524525880813599,0.452511191368103,0.422624409198761,0.6377303828329735
25,19,0.6832086443901062,0.4491392970085144,0.40293920040130615,0.666238929706007
25,20,0.716049313545227,0.43813765048980713,0.3784101903438568,0.6969164348427516
25,21,0.7539791464805603,0.42017897963523865,0.35486939549446106,0.7305301105677376
25,22,0.7990447878837585,0.42214396595954895,0.3449898362159729,0.7696782718505879
25,23,0.8504184484481812,0.429693341255188,0.31151434779167175,0.8181165802286812
25,24,0.9299706816673279,0.5134044289588928,,0.8989465898337895
26,0,0.126350998878479,,0.5417439341545105,0.15781885812543295
26,1,0.20724405348300934,0.609308123588562,0.5548483729362488,0.20701749077470916
26,2,0.2492297887802124,0.5950413346290588,0.5518618822097778,0.23795556917606228
26,3,0.2837236821651459,0.5884073376655579,0.5555770993232727,0.265578466775193
26,4,0.3121117651462555,0.5690547823905945,0.5506030917167664,0.2904235242964743
26,5,0.33690914511680603,0.5766838788986206,0.5532329678535461,0.314154154696071
26,6,0.3614972233772278,0.5775983333587646,0.5397762060165405,0.33791268345355435
26,7,0.3846169114112854,0.5459304451942444,0.5177955627441406,0.3613982937698454
26,8,0.4085063934326172,0.5284900069236755,0.5021002888679504,0.3845440349686491
26,9,0.4320049285888672,0.5388461947441101,0.5100118517875671,0.4081026135830803
26,10,0.45411890745162964,0.5137622952461243,0.4950450360774994,0.43095610960124964
26,11,0.4752151370048523,0.5157903432846069,0.4979420602321625,0.45366485212896457
26,12,0.49704068899154663,0.5254791975021362,0.5032441020011902,0.47634319792002866
26,13,0.5188816785812378,0.5238075852394104,0.49415671825408936,0.4997972143036082
26,14,0.5412423014640808,0.496290922164917,0.466449499130249,0.5230530567131275
26,15,0.563242495059967,0.5032201409339905,0.4683886468410492,0.545945037343995
26,16,0.5861697196960449,0.47896766662597656,0.4438856840133667,0.5696642262013988
26,17,0.6100271940231323,0.46680164337158203,0.43772169947624207,0.5942063367520315
26,18,0.6336868405342102,0.4645799696445465,0.425441175699234,0.6190109027717932
26,19,0.6596072912216187,0.45059770345687866,0.4139796197414398,0.6447611465984142
26,20,0.6900314688682556,0.4383760392665863,0.3971085846424103,0.6723425289398509
26,21,0.72198486328125,0.4401514530181885,0.38165420293807983,0.7023395807754966
26,22,0.7598477005958557,0.4127520024776459,0.34943336248397827,0.7354613220202573
26,23,0.8034471273422241,0.42715662717819214,0.3502085506916046,0.7738098190613966
26,24,0.8538184762001038,0.43072906136512756,0.31166872382164,0.8213259179830188
26,25,0.9317885041236877,0.5129550099372864,,0.9011070638814364
27,0,0.12442484498023987,,0.5384008288383484,0.15670613315984064
27,1,0.20454901456832886,0.6141848564147949,0.5590068697929382,0.20509848715613258
27,2,0.24577631056308746,0.5945801138877869,0.5505071878433228,0.23536887765717363
27,3,0.27960604429244995,0.581434428691864,0.5509274005889893,0.26218286007114505
27,4,0.3077888488769531,0.5749748349189758,0.5594075918197632,0.28637625159251623
27,5,0.3319273591041565,0.5785764455795288,0.5549755096435547,0.30951048967922334
27,6,0.35562488436698914,0.5800721645355225,0.5471025705337524,0.33232426813289856
