N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
2,0,,0.6222513318061829,0.0
2,1,2.534501552581787,,3.211819532711872
3,0,,-1.2845227718353271,0.0
3,1,1.610960602760315,1.619917869567871,1.605909766355936
3,2,4.300436019897461,,3.211819532711872
4,0,,-1.7040337324142456,0.0
4,1,0.66246497631073,0.655107319355011,1.0706065109039573
4,2,2.471116542816162,2.465989589691162,2.1412130218079146
4,3,4.890660285949707,,3.211819532711872
5,0,,-2.361050605773926,0.0
5,1,-0.11822722107172012,-0.11619408428668976,0.802954883177968
5,2,1.5102813243865967,1.5212663412094116,1.605909766355936
5,3,3.2397196292877197,3.2536306381225586,2.4088646495339043
5,4,5.4549760818481445,,3.211819532711872
6,0,,-2.3629324436187744,0.0
6,1,-0.8040277361869812,-0.7586975693702698,0.6423639065423745
6,2,0.839370846748352,0.8336814641952515,1.284727813084749
6,3,2.2651121616363525,2.2449538707733154,1.9270917196271231
6,4,3.7009193897247314,3.702035665512085,2.569455626169498
6,5,5.740608215332031,,3.211819532711872
7,0,,-2.392918586730957,0.0
7,1,-1.3472084999084473,-1.3285976648330688,0.5353032554519787
7,2,0.2831774652004242,0.29233044385910034,1.0706065109039573
7,3,1.5259666442871094,1.5230966806411743,1.605909766355936
7,4,2.768373489379883,2.7683165073394775,2.1412130218079146
7,5,4.087575912475586,4.0385870933532715,2.6765162772598936
7,6,5.860706806182861,,3.211819532711872
8,0,,-2.6833367347717285,0.0
8,1,-1.5257015228271484,-1.813841462135315,0.4588313618159817
8,2,-0.12370306253433228,-0.13372915983200073,0.9176627236319634
8,3,0.9776179790496826,0.9639080762863159,1.376494085447945
8,4,2.043292999267578,2.0399298667907715,1.8353254472639269
8,5,3.210726022720337,3.215198516845703,2.294156809079909
8,6,4.355588436126709,4.01151180267334,2.75298817089589
8,7,5.643145561218262,,3.211819532711872
9,0,,-2.6870601177215576,0.0
9,1,-1.4848566055297852,-1.6772866249084473,0.401477441588984
9,2,-0.5506570339202881,-0.5208021998405457,0.802954883177968
9,3,0.5786207318305969,0.5840917825698853,1.2044323247669522
9,4,1.4969098567962646,1.4762516021728516,1.605909766355936
9,5,2.527437925338745,2.533623218536377,2.00738720794492
9,6,3.572693109512329,3.5165483951568604,2.4088646495339043
9,7,4.4048171043396,4.076968669891357,2.8103420911228882
9,8,5.055902481079102,,3.211819532711872
10,0,,-2.732999563217163,0.0
10,1,-1.3993717432022095,-1.617376446723938,0.35686883696798577
10,2,-0.9131858944892883,-0.8654947876930237,0.7137376739359715
10,3,0.20943081378936768,0.2178172618150711,1.0706065109039573
10,4,1.0601012706756592,1.0514628887176514,1.427475347871943
10,5,1.9537233114242554,1.9204583168029785,1.784344184839929
10,6,2.8825223445892334,2.8944215774536133,2.1412130218079146
10,7,3.775709390640259,3.745382785797119,2.4980818587759006
10,8,4.709044456481934,4.399630546569824,2.854950695743886
10,9,6.377885341644287,,3.211819532711872
11,0,,-2.6648519039154053,0.0
11,1,-1.4295040369033813,-1.4342303276062012,0.32118195327118726
11,2,-1.3630765676498413,-1.3405344486236572,0.6423639065423745
11,3,-0.1033007800579071,-0.10260773450136185,0.9635458598135616
11,4,0.8034480214118958,0.7895364165306091,1.284727813084749
11,5,1.4915432929992676,1.463180422782898,1.605909766355936
11,6,2.292189359664917,2.2821192741394043,1.9270917196271231
11,7,3.152207374572754,3.118328094482422,2.24827367289831
11,8,3.9069912433624268,3.8555846214294434,2.569455626169498
11,9,5.036001205444336,5.019201755523682,2.890637579440685
11,10,8.063892364501953,,3.211819532711872
12,0,,-2.6732943058013916,0.0
12,1,-1.7314260005950928,-2.0022470951080322,0.29198359388289746
12,2,-1.4975582361221313,-1.673563838005066,0.5839671877657949
12,3,-0.42908352613449097,-0.4041987955570221,0.8759507816486923
12,4,0.4632190465927124,0.4574112594127655,1.1679343755315899
12,5,1.1535848379135132,1.1247034072875977,1.4599179694144873
12,6,1.9044562578201294,1.8785537481307983,1.7519015632973847
12,7,2.58516788482666,2.6073496341705322,2.043885157180282
12,8,3.4087438583374023,3.3421008586883545,2.3358687510631797
12,9,3.9843385219573975,3.9054126739501953,2.6278523449460773
12,10,5.144658088684082,5.261190891265869,2.9198359388289745
12,11,8.086085319519043,,3.211819532711872
13,0,,-2.6805219650268555,0.0
13,1,-2.0581705570220947,-2.1047468185424805,0.2676516277259893
13,2,-1.508806586265564,-1.681689977645874,0.5353032554519787
13,3,-0.6531686782836914,-0.6698986291885376,0.802954883177968
