N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
18,12,-1.064741611480713,-1.0667157173156738,-1.1626297577854672
18,13,-0.9303234815597534,-0.8919037580490112,-1.2370242214532872
18,14,-1.1175073385238647,-1.0918408632278442,-1.3079584775086506
18,15,-0.7694175839424133,-0.7983271479606628,-1.375432525951557
18,16,-1.095118522644043,-1.008541464805603,-1.4394463667820068
18,17,-0.5322546362876892,,-1.5
19,0,,-0.3694445490837097,0.0
19,1,-0.7738775014877319,-0.7910271286964417,-0.10956790123456789
19,2,-0.822335958480835,-0.7531768679618835,-0.21604938271604937
19,3,-0.8768609166145325,-0.8817844986915588,-0.3194444444444444
19,4,-0.8566265106201172,-0.8469884991645813,-0.41975308641975306
19,5,-0.6701140999794006,-0.6631581783294678,-0.5169753086419753
19,6,-0.911899745464325,-0.9365811347961426,-0.611111111111111
19,7,-0.6756285429000854,-0.6659057140350342,-0.7021604938271605
19,8,-0.6654996871948242,-0.6347262859344482,-0.7901234567901234
19,9,-1.3718537092208862,-1.4539626836776733,-0.875
19,10,-0.8710156679153442,-0.8823990821838379,-0.9567901234567902
19,11,-1.2542797327041626,-1.202298641204834,-1.0354938271604939
19,12,-0.7851018905639648,-0.7869952917098999,-1.1111111111111112
19,13,-0.990170955657959,-0.969409167766571,-1.183641975308642
19,14,-0.9682464003562927,-0.9669663310050964,-1.2530864197530864
19,15,-1.0052064657211304,-1.0136195421218872,-1.3194444444444444
19,16,-0.9125193357467651,-0.9513065814971924,-1.382716049382716
19,17,-1.0293606519699097,-0.9523252248764038,-1.442901234567901
19,18,-0.5449801683425903,,-1.5
20,0,,-0.3682936131954193,0.0
20,1,-0.5560543537139893,-0.5745811462402344,-0.1038781163434903
20,2,-1.1036229133605957,-1.0673624277114868,-0.20498614958448752
20,3,-0.7505354881286621,-0.7386410236358643,-0.3033240997229917
20,4,-0.9136540293693542,-0.8844624161720276,-0.39889196675900274
20,5,-0.7488460540771484,-0.7592718601226807,-0.49168975069252074
20,6,-0.882225751876831,-0.892446756362915,-0.5817174515235457
20,7,-0.7446275353431702,-0.7740536332130432,-0.6689750692520775
20,8,-0.6055430173873901,-0.5413301587104797,-0.7534626038781163
20,9,-1.0965523719787598,-1.1043486595153809,-0.835180055401662
20,10,-1.2229230403900146,-1.2476437091827393,-0.9141274238227146
20,11,-0.9031842947006226,-0.89546799659729,-0.9903047091412742
20,12,-1.0604429244995117,-1.0181927680969238,-1.0637119113573408
20,13,-1.010689616203308,-1.0331673622131348,-1.134349030470914
20,14,-0.8159897327423096,-0.755364179611206,-1.2022160664819945
20,15,-1.192603349685669,-1.180243730545044,-1.2673130193905817
20,16,-0.8276724815368652,-0.8587234616279602,-1.3296398891966759
20,17,-1.0242187976837158,-1.0668740272521973,-1.389196675900277
20,18,-1.0101726055145264,-0.9447460770606995,-1.445983379501385
20,19,-0.5015289783477783,,-1.5
21,0,,-0.31880486011505127,0.0
21,1,-0.49654385447502136,-0.5270443558692932,-0.09875
21,2,-1.186163067817688,-1.1523768901824951,-0.195
21,3,-0.8351900577545166,-0.8249995112419128,-0.28875
21,4,-0.8419735431671143,-0.8597504496574402,-0.38
21,5,-0.8036171197891235,-0.7928153872489929,-0.46875
21,6,-0.8955164551734924,-0.8566561937332153,-0.5549999999999999
21,7,-0.6660634279251099,-0.6541570425033569,-0.6387499999999999
21,8,-0.5333053469657898,-0.5523087382316589,-0.72
21,9,-0.9454981684684753,-0.9259188175201416,-0.7987500000000001
21,10,-1.3919620513916016,-1.4344942569732666,-0.875
21,11,-0.9091935157775879,-0.9188987612724304,-0.9487500000000001
