N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
12,1,3.7214672565460205,3.8623831272125244,3.7727272727272725
12,2,3.79311466217041,4.04147481918335,4.045454545454545
12,3,4.252652645111084,4.205515384674072,4.318181818181818
12,4,4.4789533615112305,4.447196006774902,4.590909090909091
12,5,4.693174839019775,4.751674175262451,4.863636363636363
12,6,5.117876052856445,5.235166549682617,5.136363636363637
12,7,5.4193291664123535,5.418565273284912,5.409090909090909
12,8,5.453113555908203,5.640326023101807,5.681818181818182
12,9,6.020001411437988,5.925381183624268,5.954545454545455
12,10,5.8308892250061035,6.106255054473877,6.227272727272727
12,11,11.528275489807129,,6.5
13,0,,-1.5879826545715332,3.5
13,1,3.0222513675689697,3.2926738262176514,3.75
13,2,3.4214916229248047,3.9639434814453125,4.0
13,3,4.156405925750732,4.1976399421691895,4.25
13,4,4.424980640411377,4.399891376495361,4.5
13,5,4.565196514129639,4.576607704162598,4.75
13,6,5.0436224937438965,5.00973653793335,5.0
13,7,5.065340518951416,5.1260809898376465,5.25
13,8,5.477182865142822,5.662312030792236,5.5
13,9,5.656505584716797,5.717853546142578,5.75
13,10,6.278651237487793,6.277276992797852,6.0
13,11,5.52376651763916,5.709575653076172,6.25
13,12,11.58952808380127,,6.5
14,0,,-1.5627920627593994,3.5
14,1,3.7372703552246094,4.407848358154297,3.730769230769231
14,2,3.4569053649902344,3.8236327171325684,3.9615384615384617
14,3,4.057531356811523,3.9749629497528076,4.1923076923076925
14,4,4.208828449249268,4.149505615234375,4.423076923076923
14,5,4.499358654022217,4.5507731437683105,4.653846153846154
14,6,4.781698703765869,4.797593116760254,4.884615384615385
14,7,5.0893168449401855,5.136501312255859,5.115384615384615
14,8,5.278230667114258,5.2698259353637695,5.346153846153847
14,9,5.571889400482178,5.826442718505859,5.576923076923077
14,10,5.750195026397705,5.801983833312988,5.807692307692308
14,11,5.992263317108154,5.733386039733887,6.038461538461538
14,12,5.336226940155029,6.560624122619629,6.269230769230769
14,13,11.600517272949219,,6.5
15,0,,-1.5627920627593994,3.5
15,1,3.7372703552246094,4.476718902587891,3.7142857142857144
15,2,3.328043222427368,3.601449728012085,3.9285714285714284
15,3,4.063867092132568,4.240725517272949,4.142857142857142
15,4,4.354400157928467,4.152141571044922,4.357142857142857
15,5,4.437986850738525,4.471823692321777,4.571428571428571
15,6,4.58048677444458,4.601376056671143,4.785714285714286
15,7,5.005343437194824,4.9424262046813965,5.0
15,8,4.995355129241943,5.115713596343994,5.214285714285714
15,9,5.580077648162842,5.666172027587891,5.428571428571429
15,10,5.459804534912109,5.5989789962768555,5.642857142857142
15,11,5.745723247528076,5.933072566986084,5.857142857142858
15,12,6.0237884521484375,5.482686996459961,6.071428571428571
15,13,5.571744918823242,6.6841888427734375,6.285714285714286
15,14,11.617833137512207,,6.5
16,0,,-1.5627920627593994,3.5
16,1,3.7372703552246094,4.51063346862793,3.7
16,2,3.0621774196624756,2.6605005264282227,3.9
16,3,3.843700408935547,4.048821926116943,4.1
16,4,4.28618049621582,4.361640453338623,4.3
16,5,4.382482528686523,4.242105007171631,4.5
16,6,4.587276458740234,4.585765838623047,4.7
16,7,4.738924980163574,4.835604667663574,4.9
16,8,5.117188453674316,5.09235143661499,5.1
16,9,5.155939102172852,5.16713285446167,5.3
16,10,5.478143215179443,5.740631580352783,5.5
16,11,5.740475654602051,5.933233737945557,5.699999999999999
16,12,6.2509894371032715,6.107216835021973,5.9
16,13,5.652468204498291,4.144751071929932,6.1
16,14,4.928740978240967,6.7470221519470215,6.3
16,15,11.621125221252441,,6.5
