N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
10,0,,-0.45244818925857544,0.0
10,1,0.47389110922813416,0.4794340133666992,0.35686883696798577
10,2,0.9832066893577576,0.9471569657325745,0.7137376739359715
10,3,1.0811766386032104,1.0431163311004639,1.0706065109039573
10,4,1.5310032367706299,1.5528734922409058,1.427475347871943
10,5,1.8845622539520264,1.8367373943328857,1.784344184839929
10,6,2.1474575996398926,2.1111867427825928,2.1412130218079146
10,7,2.3557071685791016,2.408733606338501,2.4980818587759006
10,8,3.004957914352417,3.0108802318573,2.854950695743886
10,9,3.8271777629852295,,3.211819532711872
11,0,,-0.5042890310287476,0.0
11,1,0.41428858041763306,0.403636634349823,0.32118195327118726
11,2,0.7502496838569641,0.7729324102401733,0.6423639065423745
11,3,1.1233586072921753,1.1162983179092407,0.9635458598135616
11,4,1.3954817056655884,1.3797770738601685,1.284727813084749
11,5,1.6629709005355835,1.6367954015731812,1.605909766355936
11,6,1.9464420080184937,1.949298620223999,1.9270917196271231
11,7,2.1628005504608154,2.1885993480682373,2.24827367289831
11,8,2.5786664485931396,2.5538954734802246,2.569455626169498
11,9,3.043876886367798,3.0603342056274414,2.890637579440685
11,10,3.882286548614502,,3.211819532711872
12,0,,-0.5521202683448792,0.0
12,1,0.3679911494255066,0.3570149540901184,0.29198359388289746
12,2,0.6469874382019043,0.6730555295944214,0.5839671877657949
12,3,1.1464271545410156,1.1011111736297607,0.8759507816486923
12,4,1.2019972801208496,1.1800493001937866,1.1679343755315899
12,5,1.475905179977417,1.5276989936828613,1.4599179694144873
12,6,1.877224326133728,1.8175008296966553,1.7519015632973847
12,7,2.0290791988372803,2.054905414581299,2.043885157180282
12,8,2.2176897525787354,2.2805135250091553,2.3358687510631797
12,9,2.6927919387817383,2.6036324501037598,2.6278523449460773
12,10,3.1300575733184814,3.13779878616333,2.9198359388289745
12,11,3.929396629333496,,3.211819532711872
13,0,,-0.6346719861030579,0.0
13,1,0.3023074269294739,0.30510905385017395,0.2676516277259893
13,2,0.683710515499115,0.7010731101036072,0.5353032554519787
13,3,1.0769215822219849,1.051788330078125,0.802954883177968
13,4,1.0385286808013916,1.0039193630218506,1.0706065109039573
13,5,1.4462833404541016,1.4881364107131958,1.3382581386299468
13,6,1.688377857208252,1.6791630983352661,1.605909766355936
13,7,1.8999522924423218,1.8564282655715942,1.8735613940819256
13,8,2.1465492248535156,2.139082193374634,2.1412130218079146
13,9,2.298654794692993,2.3441238403320312,2.4088646495339043
13,10,2.6836354732513428,2.666029453277588,2.6765162772598936
13,11,3.2500598430633545,3.208317756652832,2.944167904985883
13,12,3.961696147918701,,3.211819532711872
14,0,,-0.6689203381538391,0.0
14,1,0.27512115240097046,0.2726721167564392,0.24706304097783632
14,2,0.6164843440055847,0.6015111804008484,0.49412608195567265
14,3,0.9917435050010681,0.9524829387664795,0.741189122933509
14,4,1.0387451648712158,0.9857903718948364,0.9882521639113453
14,5,1.3177897930145264,1.313345193862915,1.2353152048891816
14,6,1.4752082824707031,1.5229436159133911,1.482378245867018
14,7,1.8870922327041626,1.8253425359725952,1.729441286844854
14,8,1.949022889137268,1.9316037893295288,1.9765043278226906
14,9,2.12174391746521,2.173468828201294,2.2235673688005266
14,10,2.4254252910614014,2.477048397064209,2.470630409778363
14,11,2.8120834827423096,2.737548828125,2.7176934507561996
14,12,3.2941949367523193,3.24282169342041,2.964756491734036
14,13,3.991825580596924,,3.211819532711872
15,0,,-0.7144747972488403,0.0
15,1,0.19408555328845978,0.19285273551940918,0.22941568090799086
15,2,0.5747401118278503,0.5399003028869629,0.4588313618159817
15,3,0.7697767615318298,0.8039374351501465,0.6882470427239725
15,4,1.2007851600646973,1.1388336420059204,0.9176627236319634
15,5,1.10963773727417,1.0840202569961548,1.1470784045399545
15,6,1.5096226930618286,1.5728676319122314,1.376494085447945
15,7,1.6953396797180176,1.6891449689865112,1.605909766355936
15,8,1.9003697633743286,1.8328077793121338,1.8353254472639269
15,9,2.0649573802948,2.123581886291504,2.064741128171918
15,10,2.1236677169799805,2.159714460372925,2.294156809079909
15,11,2.5608179569244385,2.553152322769165,2.5235724899878993
15,12,2.8824212551116943,2.82938551902771,2.75298817089589
15,13,3.2690865993499756,3.2313733100891113,2.9824038518038813
15,14,4.017916679382324,,3.211819532711872
16,0,,-0.7914864420890808,0.0
16,1,0.17507411539554596,0.1796034723520279,0.21412130218079148
16,2,0.5673896074295044,0.5448316335678101,0.42824260436158296
16,3,0.6815073490142822,0.6949107646942139,0.6423639065423745
16,4,1.2212094068527222,1.2030385732650757,0.8564852087231659
16,5,1.0399775505065918,1.0228480100631714,1.0706065109039573
16,6,1.412970781326294,1.3586028814315796,1.284727813084749
16,7,1.431036353111267,1.4700802564620972,1.4988491152655403
16,8,1.8740888833999634,1.8943511247634888,1.7129704174463318
16,9,1.8468835353851318,1.850844383239746,1.9270917196271231
16,10,2.2546274662017822,2.2619407176971436,2.1412130218079146
16,11,2.24887752532959,2.254481554031372,2.355334323988706
16,12,2.6113574504852295,2.595829486846924,2.569455626169498
16,13,2.9456443786621094,2.9011826515197754,2.783576928350289
16,14,3.252718448638916,3.2667531967163086,2.9976982305310806
16,15,4.075758934020996,,3.211819532711872
17,0,,-0.8370887637138367,0.0
17,1,0.13991737365722656,0.14110851287841797,0.200738720794492
17,2,0.5432149767875671,0.5010835528373718,0.401477441588984
17,3,0.673816978931427,0.7055239677429199,0.6022161623834761
17,4,1.085139513015747,1.0381734371185303,0.802954883177968
17,5,0.980480432510376,0.9051645398139954,1.00369360397246
17,6,1.2201985120773315,1.2410879135131836,1.2044323247669522
17,7,1.5203309059143066,1.5979021787643433,1.4051710455614441
17,8,1.710918664932251,1.6931756734848022,1.605909766355936
17,9,1.9127038717269897,1.8281227350234985,1.806648487150428
17,10,1.9387863874435425,1.9896831512451172,2.00738720794492
17,11,2.1258819103240967,2.152117967605591,2.208125928739412
17,12,2.3480920791625977,2.366652488708496,2.4088646495339043
17,13,2.694786787033081,2.699737787246704,2.6096033703283963
