N_DISC,T,estimated_epo,CI_lower_bound,CI_upper_bound
2,0.33221182227134705,-0.74275327,-0.7752936482429504,-0.710784912109375
2,0.5783134698867798,-1.0811309,-1.1131523847579956,-1.048459529876709
3,0.28732237219810486,-0.74526477,-0.7716876268386841,-0.7179678678512573
3,0.4552024006843567,-0.92401624,-0.9507536888122559,-0.8972005248069763
3,0.6232631802558899,-1.0420723,-1.0707306861877441,-1.012742280960083
4,0.2593258023262024,-0.71629167,-0.7398610711097717,-0.6920823454856873
4,0.4050978422164917,-0.81369096,-0.841630220413208,-0.7868036031723022
4,0.5055218935012817,-1.0609076,-1.0860306024551392,-1.036341667175293
4,0.6511051058769226,-1.0232487,-1.051464319229126,-0.996432363986969
5,0.23942643404006958,-0.68623966,-0.7099847793579102,-0.6629428267478943
5,0.3730745315551758,-0.8114293,-0.8379663228988647,-0.7846585512161255
5,0.4559340178966522,-0.9900578,-1.0143918991088867,-0.9661304950714111
5,0.5371714234352112,-1.0571896,-1.0817008018493652,-1.0323045253753662
5,0.6707068681716919,-0.9716544,-0.9982834458351135,-0.9453179836273193
6,0.22428441047668457,-0.65826625,-0.6809843182563782,-0.6346579790115356
6,0.3505495488643646,-0.83807975,-0.8632479906082153,-0.8135111331939697
6,0.42212554812431335,-0.7975234,-0.8230646252632141,-0.7718788981437683
6,0.48827922344207764,-1.0672349,-1.0908842086791992,-1.0441534519195557
6,0.5603446364402771,-1.0845277,-1.1092283725738525,-1.0595974922180176
6,0.6859933137893677,-0.95573646,-0.9829037189483643,-0.9295868873596191
7,0.2116125375032425,-0.62840635,-0.6524249315261841,-0.6059045791625977
7,0.3324277698993683,-0.82954806,-0.8528923988342285,-0.8059573173522949
7,0.3976549804210663,-0.6863222,-0.7124976515769958,-0.6612914204597473
7,0.45644208788871765,-1.1317363,-1.1552734375,-1.1094989776611328
7,0.5117673873901367,-1.0277236,-1.050574779510498,-1.0050526857376099
7,0.5782955288887024,-0.99324006,-1.018996000289917,-0.969160795211792
7,0.6986345648765564,-0.9922559,-1.018011450767517,-0.9664288759231567
8,0.2011583298444748,-0.58200777,-0.605499267578125,-0.5595114231109619
8,0.3174932897090912,-0.83123124,-0.8533939123153687,-0.8101593255996704
8,0.3796265721321106,-0.8579933,-0.8850036859512329,-0.8319848775863647
8,0.4305691123008728,-0.79893726,-0.8238282203674316,-0.7739372253417969
8,0.48045438528060913,-1.1438844,-1.1663016080856323,-1.1228630542755127
8,0.5305894613265991,-0.9301744,-0.953209400177002,-0.9064421057701111
8,0.5930607914924622,-1.0126134,-1.0366497039794922,-0.9872391223907471
8,0.7091494202613831,-0.9955822,-1.0196770429611206,-0.9696130752563477
9,0.19258780777454376,-0.5470814,-0.5701482892036438,-0.5239005088806152
9,0.30516281723976135,-0.9080682,-0.931701123714447,-0.8849472999572754
9,0.3646431267261505,-0.78937054,-0.8140829205513,-0.7633244395256042
9,0.4099974036216736,-0.616745,-0.6417450904846191,-0.592373788356781
9,0.45687997341156006,-1.1609304,-1.183151364326477,-1.1389933824539185
9,0.49872973561286926,-1.0224341,-1.0452969074249268,-0.9985970258712769
9,0.5468535423278809,-1.0233158,-1.045699119567871,-0.9998980164527893
9,0.6047350764274597,-1.039723,-1.065200924873352,-1.0147043466567993
9,0.7177751064300537,-0.95161676,-0.9763624668121338,-0.9267098903656006
10,0.18466030061244965,-0.4494984,-0.4723474383354187,-0.42757540941238403
10,0.2941925525665283,-0.929291,-0.952170729637146,-0.9076979160308838
10,0.35114577412605286,-0.8024905,-0.8277876973152161,-0.7776974439620972
10,0.3950032889842987,-0.8191802,-0.845483660697937,-0.7947266101837158
10,0.4360571801662445,-0.85926944,-0.8835052847862244,-0.8355585336685181
10,0.47581085562705994,-1.1038393,-1.1262600421905518,-1.081514835357666
